Name, CPF, Address, City Notification, Phone, Evolution, Date Notification, CEP, Result  Test, Gender, Age, Date Simptoms, Number Of Duplicities
FULANE SILVE, 88888888, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 38, 03/06/2020, 0
FULANE SILVE, 88888889, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 30, 19/06/2020
FULANE SILVE, 88890182, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-06, 0, Negativo, Masculino, 39, 20/05/2020
FULANE SILVE, 88890183, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 27, 27/05/2020
FULANE SILVE, 88890184, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-11, 0, Positivo, Masculino, 36, 11/07/2020
FULANE SILVE, 88890185, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-07, 0, Negativo, Masculino, 40, 06/07/2020
FULANE SILVE, 88890186, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 37, 16/06/2020
FULANE SILVE, 88890187, RUA LUGAR NENHUM, Nova Lima, 99999999, , 2020-06-26, 0, Positivo, Masculino, 40, 25/06/2020
FULANE SILVE, 88890188, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-06, 0, Negativo, Masculino, 25, 22/06/2020
FULANE SILVE, 88890189, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-15, 0, Negativo, Masculino, 30, 05/06/2020
FULANE SILVE, 88890190, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-22, 0, Negativo, Feminino, 30, 14/05/2020
FULANE SILVE, 88890191, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-30, 0, Positivo, Feminino, 32, 22/06/2020
FULANE SILVE, 88890192, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-10, 0, Negativo, Feminino, 32, 10/06/2020
FULANE SILVE, 88890193, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-18, 0, , Feminino, 21, 16/05/2020
FULANE SILVE, 88890194, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-07-03, 0, Negativo, Feminino, 24, 03/07/2020
FULANE SILVE, 88890195, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-15, 0, , Feminino, 27, 09/05/2020
FULANE SILVE, 88890196, RUA LUGAR NENHUM, Contagem, 99999999, , 2020-07-03, 0, , Feminino, 34, 30/06/2020
FULANE SILVE, 88890197, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Feminino, 37, 15/06/2020
FULANE SILVE, 88890198, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-04, 0, , Feminino, 32, 20/04/2020
FULANE SILVE, 88890199, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-03, 0, Negativo, Feminino, 45, 03/06/2020
FULANE SILVE, 88890200, RUA LUGAR NENHUM, Conselheiro Lafaiete, 99999999, , 2020-03-27, 0, , Feminino, 31, 20/03/2020
FULANE SILVE, 88890201, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-08, 0, Negativo, Feminino, 32, 08/06/2020
FULANE SILVE, 88890202, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-28, 0, Negativo, Masculino, 33, 24/05/2020
FULANE SILVE, 88890203, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-07-07, 0, Negativo, Masculino, 26, 03/07/2020
FULANE SILVE, 88890204, RUA LUGAR NENHUM, Catas Altas da Noruega, 99999999, , 2020-06-18, 0, , Masculino, 54, 18/06/2020
FULANE SILVE, 88890205, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-27, 0, Negativo, Feminino, 41, 27/05/2020
FULANE SILVE, 88890206, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-09, 0, Negativo, Feminino, 17, 30/06/2020
FULANE SILVE, 88890207, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-22, 0, Negativo, Feminino, 16, 20/03/2020
FULANE SILVE, 88890208, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-23, 0, , Feminino, 12, 23/03/2020
FULANE SILVE, 88890209, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 90, 17/06/2020
FULANE SILVE, 88890210, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-06, 0, Negativo, Feminino, 32, 05/06/2020
FULANE SILVE, 88890211, RUA LUGAR NENHUM, Ouro Preto, 99999999, Cura, 2020-04-22, 0, Negativo, Masculino, 68, 15/04/2020
FULANE SILVE, 88890212, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-29, 0, , Feminino, 4, 27/05/2020
FULANE SILVE, 88890213, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-07-06, 0, , Feminino, 23, 02/06/2020
FULANE SILVE, 88890214, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Feminino, 22, 15/05/2020
FULANE SILVE, 88890215, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-06-17, 0, , Feminino, 25, 10/06/2020
FULANE SILVE, 88890216, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Positivo, Feminino, 71, 07/06/2020
FULANE SILVE, 88890217, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-12, 0, Negativo, Masculino, 52, 01/06/2020
FULANE SILVE, 88890218, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 39, 03/06/2020
FULANE SILVE, 88890219, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-24, 0, Negativo, Feminino, 28, 23/06/2020
FULANE SILVE, 88890220, RUA LUGAR NENHUM, Itabirito, 99999999, Cura, 2020-06-08, 0, Negativo, Feminino, 26, 05/06/2020
FULANE SILVE, 88890221, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-27, 0, , Feminino, 31, 20/03/2020
FULANE SILVE, 88890222, RUA LUGAR NENHUM, Sete Lagoas, 99999999, , 2020-05-28, 0, Negativo, Feminino, 29, 28/05/2020
FULANE SILVE, 88890223, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-18, 0, , Feminino, 20, 16/05/2020
FULANE SILVE, 88890224, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 27, 26/05/2020
FULANE SILVE, 88890225, RUA LUGAR NENHUM, Itamarandiba, 99999999, , 2020-06-17, 0, Negativo, Feminino, 31, 15/06/2020
FULANE SILVE, 88890226, RUA LUGAR NENHUM, Santa B rbara, 99999999, , 2020-06-25, 0, Negativo, Feminino, 28, 25/06/2020
FULANE SILVE, 88890227, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-05, 0, Negativo, Feminino, 19, 05/06/2020
FULANE SILVE, 88890228, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-29, 0, Negativo, Masculino, 27, 26/06/2020
FULANE SILVE, 88890229, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 31, 19/06/2020
FULANE SILVE, 88890230, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-29, 0, Positivo, Masculino, 28, 29/05/2020
FULANE SILVE, 88890231, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-09, 0, , Masculino, 23, 09/07/2020
FULANE SILVE, 88890232, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-25, 0, , Masculino, 20, 19/03/2020
FULANE SILVE, 88890233, RUA LUGAR NENHUM, SÆo JoÆo del Rei, 99999999, , 2020-07-08, 0, Negativo, Masculino, 27, 08/07/2020
FULANE SILVE, 88890234, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-06, 0, Negativo, Masculino, 18, 05/06/2020
FULANE SILVE, 88890235, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-06, 0, Negativo, Masculino, 31, 25/06/2020
FULANE SILVE, 88890236, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 28, 27/05/2020
FULANE SILVE, 88890237, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-30, 0, Negativo, Masculino, 29, 30/05/2020
FULANE SILVE, 88890238, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-05-22, 0, Negativo, Masculino, 31, 22/05/2020
FULANE SILVE, 88890239, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-06, 0, Negativo, Masculino, 23, 05/06/2020
FULANE SILVE, 88890240, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, , Feminino, 24, 13/06/2020
FULANE SILVE, 88890241, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-12, 0, Negativo, Feminino, 29, 12/06/2020
FULANE SILVE, 88890242, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-05-22, 0, Positivo, Feminino, 42, 19/05/2020
FULANE SILVE, 88890243, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-07, 0, Negativo, Feminino, 48, 06/07/2020
FULANE SILVE, 88890244, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-05-13, 0, , Feminino, 36, 10/05/2020
FULANE SILVE, 88890245, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-29, 0, Negativo, Masculino, 42, 28/05/2020
FULANE SILVE, 88890246, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-05, 0, Negativo, Masculino, 35, 05/06/2020
FULANE SILVE, 88890247, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-13, 0, Negativo, Masculino, 51, 10/07/2020
FULANE SILVE, 88890248, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 36, 29/05/2020
FULANE SILVE, 88890249, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 48, 16/06/2020
FULANE SILVE, 88890250, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 41, 28/05/2020
FULANE SILVE, 88890251, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 41, 22/06/2020
FULANE SILVE, 88890252, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 45, 19/06/2020
FULANE SILVE, 88890253, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-18, 0, Negativo, Masculino, 46, 18/06/2020
FULANE SILVE, 88890254, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 42, 16/06/2020
FULANE SILVE, 88890255, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-27, 0, Negativo, Masculino, 44, 26/06/2020
FULANE SILVE, 88890256, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-09, 0, Negativo, Feminino, 51, 04/06/2020
FULANE SILVE, 88890257, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-06-26, 0, Positivo, Feminino, 44, 26/06/2020
FULANE SILVE, 88890258, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-08, 0, Positivo, Feminino, 45, 05/06/2020
FULANE SILVE, 88890259, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-10, 0, Negativo, Feminino, 37, 10/06/2020
FULANE SILVE, 88890260, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-07-19, 0, Positivo, Masculino, 46, 17/07/2020
FULANE SILVE, 88890261, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-23, 0, Negativo, Masculino, 43, 22/06/2020
FULANE SILVE, 88890262, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 43, 19/06/2020
FULANE SILVE, 88890263, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-05-25, 0, Negativo, Feminino, 32, 19/05/2020
FULANE SILVE, 88890264, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Feminino, 26, 15/06/2020
FULANE SILVE, 88890265, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-25, 0, , Feminino, 2, 24/03/2020
FULANE SILVE, 88890266, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-01, 0, Negativo, Feminino, 35, 30/06/2020
FULANE SILVE, 88890267, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-27, 0, , Feminino, 25, 18/05/2020
FULANE SILVE, 88890268, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 40, 01/06/2020
FULANE SILVE, 88890269, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-28, 0, Negativo, Masculino, 21, 28/05/2020
FULANE SILVE, 88890270, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 27, 28/05/2020
FULANE SILVE, 88890271, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-04, 0, Negativo, Masculino, 29, 04/06/2020
FULANE SILVE, 88890272, RUA LUGAR NENHUM, Santa B rbara, 99999999, , 2020-06-26, 0, Negativo, Masculino, 24, 26/06/2020
FULANE SILVE, 88890273, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 27, 19/06/2020
FULANE SILVE, 88890274, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-05-13, 0, , Feminino, 27, 10/05/2020
FULANE SILVE, 88890275, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 38, 15/06/2020
FULANE SILVE, 88890276, RUA LUGAR NENHUM, Bras¡lia, 99999999, , 2020-06-30, 0, , Masculino, 80, 25/05/2020
FULANE SILVE, 88890277, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-04, 0, , Feminino, 22, 30/06/2020
FULANE SILVE, 88890278, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 48, 18/06/2020
FULANE SILVE, 88890279, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 23, 29/05/2020
FULANE SILVE, 88890280, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 39, 15/06/2020
FULANE SILVE, 88890281, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-06, 0, , Feminino, 0, 30/04/2020
FULANE SILVE, 88890282, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-22, 0, , Masculino, 2, 19/03/2020
FULANE SILVE, 88890283, RUA LUGAR NENHUM, Belo Horizonte, 99999999, , 2020-06-04, 0, Negativo, Masculino, 44, 04/06/2020
FULANE SILVE, 88890284, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 56, 16/06/2020
FULANE SILVE, 88890285, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-07, 0, Negativo, Masculino, 39, 07/07/2020
FULANE SILVE, 88890286, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-07-13, 0, Negativo, Masculino, 39, 08/07/2020
FULANE SILVE, 88890287, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-26, 0, Negativo, Masculino, 31, 25/06/2020
FULANE SILVE, 88890288, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-13, 0, Negativo, Masculino, 41, 13/07/2020
FULANE SILVE, 88890289, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-06-19, 0, Positivo, Masculino, 46, 03/06/2020
FULANE SILVE, 88890290, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-18, 0, Negativo, Masculino, 50, 18/06/2020
FULANE SILVE, 88890291, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 54, 26/05/2020
FULANE SILVE, 88890292, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-01, 0, Positivo, Masculino, 30, 01/06/2020
FULANE SILVE, 88890293, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-08, 0, Negativo, Masculino, 31, 25/05/2020
FULANE SILVE, 88890294, RUA LUGAR NENHUM, Rio Piracicaba, 99999999, , 2020-06-23, 0, Positivo, Masculino, 24, 22/06/2020
FULANE SILVE, 88890295, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 54, 07/06/2020
FULANE SILVE, 88890296, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-02, 0, Negativo, Masculino, 73, 15/05/2020
FULANE SILVE, 88890297, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 59, 27/05/2020
FULANE SILVE, 88890298, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 37, 15/06/2020
FULANE SILVE, 88890299, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 32, 16/06/2020
FULANE SILVE, 88890300, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-26, 0, Negativo, Masculino, 30, 26/06/2020
FULANE SILVE, 88890301, RUA LUGAR NENHUM, Cipotnea, 99999999, , 2020-07-13, 0, , Masculino, 48, 12/07/2020
FULANE SILVE, 88890302, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-03, 0, Negativo, Masculino, 31, 03/06/2020
FULANE SILVE, 88890303, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 51, 28/05/2020
FULANE SILVE, 88890304, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-30, 0, Negativo, Masculino, 45, 29/06/2020
FULANE SILVE, 88890305, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, , Masculino, 24, 21/06/2020
FULANE SILVE, 88890306, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-04-20, 0, , Feminino, 28, 17/04/2020
FULANE SILVE, 88890307, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-26, 0, , Feminino, 31, 26/03/2020
FULANE SILVE, 88890308, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 27, 22/06/2020
FULANE SILVE, 88890309, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-10, 0, Negativo, Feminino, 33, 10/06/2020
FULANE SILVE, 88890310, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-14, 0, Negativo, Masculino, 50, 26/05/2020
FULANE SILVE, 88890311, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-01, 0, Negativo, Feminino, 58, 01/06/2020
FULANE SILVE, 88890312, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-08, 0, Negativo, Masculino, 41, 08/07/2020
FULANE SILVE, 88890313, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 33, 19/06/2020
FULANE SILVE, 88890314, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-16, 0, Negativo, Masculino, 37, 05/06/2020
FULANE SILVE, 88890315, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-06-19, 0, Positivo, Masculino, 49, 02/06/2020
FULANE SILVE, 88890316, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 47, 16/06/2020
FULANE SILVE, 88890317, RUA LUGAR NENHUM, Ouro Preto, 99999999, Cancelado, 2020-04-04, 0, Negativo, Masculino, 38, 02/04/2020
FULANE SILVE, 88890318, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-07, 0, Negativo, Masculino, 33, 05/06/2020
FULANE SILVE, 88890319, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-06, 0, Negativo, Masculino, 51, 06/07/2020
FULANE SILVE, 88890320, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 45, 15/06/2020
FULANE SILVE, 88890321, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-06-24, 0, Negativo, Masculino, 52, 18/06/2020
FULANE SILVE, 88890322, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-20, 0, Negativo, Masculino, 36, 19/06/2020
FULANE SILVE, 88890323, RUA LUGAR NENHUM, Ouro Preto, 99999999, Cura, 2020-06-10, 0, Positivo, Feminino, 36, 09/06/2020
FULANE SILVE, 88890324, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-06, 0, Negativo, Feminino, 72, 06/07/2020
FULANE SILVE, 88890325, RUA LUGAR NENHUM, SÆo Paulo, 99999999, Cura, 2020-07-02, 0, Negativo, Feminino, 25, 30/06/2020
FULANE SILVE, 88890326, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-03-24, 0, , Feminino, 43, 23/03/2020
FULANE SILVE, 88890327, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-13, 0, , Feminino, 42, 12/07/2020
FULANE SILVE, 88890328, RUA LUGAR NENHUM, SÆo Gonalo do Rio Abaixo, 99999999, , 2020-07-09, 0, Negativo, Masculino, 56, 06/07/2020
FULANE SILVE, 88890329, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 47, 01/06/2020
FULANE SILVE, 88890330, RUA LUGAR NENHUM, CanaÆ dos Caraj s, 99999999, , 2020-06-22, 0, , Masculino, 42, 22/06/2020
FULANE SILVE, 88890331, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-29, 0, Negativo, Masculino, 42, 18/05/2020
FULANE SILVE, 88890332, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-27, 0, , Masculino, 46, 26/05/2020
FULANE SILVE, 88890333, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-06-03, 0, Positivo, Masculino, 53, 03/06/2020
FULANE SILVE, 88890334, RUA LUGAR NENHUM, Contagem, 99999999, , 2020-06-05, 0, , Masculino, 48, 20/05/2020
FULANE SILVE, 88890335, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 53, 21/06/2020
FULANE SILVE, 88890336, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-06, 0, Negativo, Masculino, 59, 06/07/2020
FULANE SILVE, 88890337, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-18, 0, Negativo, Masculino, 27, 22/05/2020
FULANE SILVE, 88890338, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 37, 18/06/2020
FULANE SILVE, 88890339, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 42, 01/06/2020
FULANE SILVE, 88890340, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 37, 16/06/2020
FULANE SILVE, 88890341, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-01, 0, Negativo, Masculino, 36, 01/07/2020
FULANE SILVE, 88890342, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Negativo, Masculino, 40, 16/06/2020
FULANE SILVE, 88890343, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Masculino, 41, 17/06/2020
FULANE SILVE, 88890344, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Masculino, 41, 17/06/2020
FULANE SILVE, 88890345, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-19, 0, Negativo, Masculino, 49, 18/06/2020
FULANE SILVE, 88890346, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-12, 0, Negativo, Masculino, 28, 29/05/2020
FULANE SILVE, 88890347, RUA LUGAR NENHUM, Curitiba, 99999999, , 2020-07-13, 0, Negativo, Masculino, 56, 29/05/2020
FULANE SILVE, 88890348, RUA LUGAR NENHUM, Mariana, 99999999, , 2020-06-05, 0, Positivo, Masculino, 43, 05/06/2020
FULANE SILVE, 88890349, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-17, 0, Negativo, Masculino, 52, 17/06/2020
FULANE SILVE, 88890350, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-17, 0, Negativo, Masculino, 58, 02/07/2020
FULANE SILVE, 88890351, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-09, 0, Negativo, Masculino, 53, 09/03/2020
FULANE SILVE, 88890352, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-16, 0, Positivo, Masculino, 34, 16/06/2020
FULANE SILVE, 88890353, RUA LUGAR NENHUM, SÆo Paulo, 99999999, , 2020-05-28, 0, Negativo, Masculino, 37, 28/05/2020
FULANE SILVE, 88890354, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-06-17, 0, Negativo, Masculino, 31, 25/05/2020
FULANE SILVE, 88890355, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-22, 0, Negativo, Masculino, 19, 22/06/2020
FULANE SILVE, 88890356, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-04, 0, Negativo, Masculino, 37, 01/06/2020
FULANE SILVE, 88890357, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-07-01, 0, Positivo, Masculino, 47, 24/06/2020
FULANE SILVE, 88890358, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 47, 28/05/2020
FULANE SILVE, 88890359, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-31, 0, Negativo, Masculino, 39, 29/05/2020
FULANE SILVE, 88890360, RUA LUGAR NENHUM, SÆo Paulo, 99999999, Cancelado, 2020-05-26, 0, Positivo, Masculino, 44, 21/05/2020
FULANE SILVE, 88890361, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-15, 0, Negativo, Masculino, 30, 31/05/2020
FULANE SILVE, 88890362, RUA LUGAR NENHUM, Itabirito, 99999999, , 2020-05-07, 0, Negativo, Masculino, 34, 02/05/2020
FULANE SILVE, 88890363, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-25, 0, Negativo, Masculino, 29, 25/06/2020
FULANE SILVE, 88890364, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-10, 0, Negativo, Masculino, 52, 10/06/2020
FULANE SILVE, 88890365, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-02, 0, , Masculino, 48, 27/05/2020
FULANE SILVE, 88890366, RUA LUGAR NENHUM, Itabira, 99999999, , 2020-07-12, 0, Negativo, Masculino, 52, 20/05/2020
FULANE SILVE, 88890367, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-05-26, 0, Negativo, Masculino, 67, 26/05/2020
FULANE SILVE, 88890368, RUA LUGAR NENHUM, Ouro Preto, 99999999, , 2020-06-26, 0, Negativo, Masculino, 36, 26/06/2020
